de,1=的
jumaa,1=瞿
domdd,1=驮
ivmaa,1=椎
jumjj,5=桔
wfwww,1=玟
qikzz,1=啐
qkvqq,1=箐
xbcxx,3=莘
tjdvv,1=澹
purbb,2=曝
qiruu,1=俟
butff,1=埔
cikcc,1=呲
grsll,1=纶
hcjgg,1=镐
hjmgg,1=阚
lcdxx,1=潦
sauuu,1=挲
qbxzz,1=覃
vsigg,1=蚣
jyrnn,1=隽
tsutt,1=峒
hehyy,1=颌
gaivv,1=轧
ujfdd,2=掸
juzqq,1=趄
wwuww,3=崴
bfubb,1=贲
xnnjj,1=姣
xudxx,3=浒
bkmbb,2=槟
fubbb,1=宓
vsxgg,1=忪
virww,1=徵
wwegg,1=隗
gvgaa,2=匮
aaydd,1=腌
pabaa,1=耙
bgiff,1=蚌
tktdd,1=町
eemyy,1=阏
gagaa,1=戛
hhwxx,1=珩
jiyjj,5=诘
gldhh,1=潢
gvmhh,1=桧
xydww,1=浚
dyktt,2=囤
jxjyy,2=颉
pnmpp,2=骠
dpruu,1=佚
lzrll,1=偻
vzxpp,1=繇
vldvv,1=奘
vilee,1=郦
tsrtt,1=僮
lekll,2=嘞
tsrtt,2=侗
yuwhh,1=熨
cjuzz,1=孱
gugnn,2=鹘
bisbb,1=纰
qilaa,1=亟
piybb,3=裨
dkjtt,1=铤
pimbb,2=睥
yycww,1=菀
gvrhh,1=炅
qmnjj,1=犍
vxfgg,1=挝
ytmll,1=栎
jxfjj,2=拮
mpvvv,1=乜
xixqq,1=忾
wfwmm,1=韫
djydd,2=膻
tmrtt,1=佃
ufyuu,2=谌
ykcuu,1=荥
hvmaa,1=睢
ticyy,1=荑
yrknn,1=圜
tdktt,1=呔
hesqq,1=纥
lucpp,1=蓼
lsdll,1=泷
jprvv,1=偈
vudcc,1=澍
domtt,1=柁
hywjj,1=珲
jtknn,1=噱
lougg,1=硌
iodvv,1=淖
qqcjj,1=艽
uccvv,1=苕
hcgpp,1=貉
xmjxx,2=铣
yjcyy,1=芫
xutyy,1=圩
tmjtt,1=钿
jumjj,6=枸
uakxx,1=嗄
ycbaa,1=疟
vamii,1=楂
yauvv,1=碣
piepp,1=陂
jndqq,1=湫
qihxx,1=綮
qicqq,3=荠
ddytt,1=诒
kfinn,1=龈
hhmxx,1=桁
aakyy,1=吖
hjqgg,1=犴
ybtjj,1=圻
pikbb,2=吡
ueqqq,1=歙
ifrcc,1=伧
nunjj,1=帑
fwcaa,1=芾
qucjj,1=苣
zsmcc,1=枞
tnkvv,1=啁
ffwff,1=玢
xpytt,1=鲑
vomvv,1=棹
vamvv,3=柞
vohvv,1=焯
iimtt,1=眙
hfknn,1=哏
xycxx,3=荨
qnuqq,1=峤
ugddd,1=渑
ufmuu,1=椹
iitdd,2=坻
lwdll,1=漯
zevvv,2=笮
bnmuu,2=杓
xybyy,1=窨
zoyvv,2=酢
veiii,1=螫
iacqq,1=苴
iimdd,2=柢
sjmcc,1=糁
vfdqq,1=溱
gvmtt,3=眭
iyyjj,1=朐
jtyjj,1=鳜
vlgxx,1=戆
qylhh,1=麇
hrtww,1=垸
liull,3=砬
ljkll,1=啉
zijcc,1=觜
ujydd,2=剡
ncmww,1=桡
hjrgg,2=旰
lixll,1=悝
xyxee,1=郇
tojtt,1=铊
pidbb,1=濞
vaxvv,1=怍
zjfxx,1=拶
qpxjj,2=慊
iyytt,1=肫
whavv,1=尢
semqq,1=槭
kkcgg,1=蒉
doudd,2=隳
gxknn,1=呙
ijjtt,1=镡
erree,1=佴
yikyy,5=嗌
hvkss,1=哕
mgkdd,1=黾
thxuu,1=惝
njkzz,1=囝
xufuu,1=砉
mfgmm,1=鞔
gvhee,1=郐
dnjvv,1=铫
bicbb,5=芘
komuu,1=栝
lhcll,2=莨
xixee,3=郄
ziccc,1=茈
hvdhh,2=浍
mdkmm,1=唛
yirqq,2=仡
tsttt,1=垌
bgtpp,1=堋
uiyll,1=酾
tiyyy,1=裼
kejhh,1=铪
cicmm,1=粢
qbgaa,1=廑
hucww,1=芴
pwdaa,2=淠
cobii,1=瘥
lmcaa,1=莶
lozll,2=跞
dcjuu,1=帱
vaqii,1=猹
yjtyy,1=埏
xxbyy,1=瘕
scsmm,1=缲
ytydd,2=说
voemm,1=着
huhkk,1=和
hgrdd,2=行
lccll,2=落
nwknn,1=哪
aaekk,2=阿
ycpdd,1=乐
ujeaa,1=单
idegg,1=差
eeyyy,2=恶
ufppp,1=参
yiucc,1=射
yirll,1=食
pubtt,1=堡
lokgg,1=咯
pombb,2=朴
qqpvv,1=龟
zekvv,1=咋
vvfee,1=揣
qbmjj,1=矜
qprjj,1=伽
llqjj,1=靓
vuyvv,4=褚
mzspp,1=缪
ujfcc,1=掺
ujmcc,1=栅
timll,1=棣
uauuu,2=挲
yaivv,1=轧
aaydd,2=腌
xpjyy,1=颉
ycxpp,1=繇
uldll,1=泷
vodvv,2=淖
mogpp,1=貉
aakxx,2=嗄
poepp,1=陂
aakyy,2=吖
vckvv,1=啁
tadll,1=漯
heknn,1=呙
tjjtt,1=镡
mmkdd,1=黾
tnjvv,1=铫
tmmuu,1=栝
deoopp,1=的bu
yioopp,1=一aa
leoopp,1=了vv
uioopp,1=是rn
buoopp,1=不ad
wooopp,1=我gp
zdoopp,1=在ta
rfoopp,1=人pn
yzoopp,1=有ya
veoopp,1=这zw
taoopp,1=他ry
ldoopp,1=来an
geoopp,1=个ra
nioopp,1=你re
uooopp,1=说yd
uhoopp,1=上aa
dcoopp,1=到vd
jqoopp,1=就jy
veoopp,2=着em
daoopp,1=大an
mfoopp,1=们rm
dcoopp,2=道zu
naoopp,1=那ev
meoopp,1=么vd
yeoopp,1=也vv
dioopp,1=地ty
zioopp,1=子va
xxoopp,1=下ba
iuoopp,1=出va
uioopp,2=时rc
kjoopp,1=看mp
ycoopp,1=要xn
taoopp,2=她ny
vsoopp,1=中aa
mwoopp,1=没dy
rjoopp,1=然ep
lioopp,1=里aa
wwoopp,1=为dd
gooopp,1=过zc
zioopp,2=自mp
hcoopp,1=好nz
deoopp,2=得rc
quoopp,1=去td
keoopp,1=可ka
hvoopp,1=会ry
tmoopp,1=天da
hdoopp,1=还zb
xboopp,1=心dd
hzoopp,1=后kp
yioopp,2=以rv
xnoopp,1=小vd
dzoopp,1=都ve
heoopp,1=和hk
dvoopp,1=对yc
xloopp,1=想xx
ngoopp,1=能bv
qioopp,1=起zj
vioopp,1=之dn
uzoopp,1=手pv
eroopp,1=而aa
vioopp,2=只kb
ugoopp,1=生pa
ufoopp,1=什ru
ufoopp,2=身pp
tzoopp,1=头dd
yhoopp,1=样my
uioopp,3=事av
dooopp,1=多xx
jioopp,1=己vv
jxoopp,1=家bn
mmoopp,1=面aa
vioopp,3=知uk
kdoopp,1=开aa
ruoopp,1=如nk
wuoopp,1=无av
xmoopp,1=现wj
hfoopp,1=很rn
dmoopp,1=点ve
qmoopp,1=前ed
faoopp,1=发yv
jkoopp,1=经sg
qkoopp,1=情xq
baoopp,1=把fb
lcoopp,1=老ub
xpoopp,1=些ce
hxoopp,1=话yu
yioopp,3=已vv
yzoopp,2=又vn
ugoopp,2=声up
yioopp,4=意lx
yuoopp,1=于av
hvoopp,2=回kk
xnoopp,2=笑vy
sooopp,1=所jp
djoopp,1=但rd
yjoopp,1=眼mn
igoopp,1=成gv
fhoopp,1=方dp
nmoopp,1=年pa
jmoopp,1=见av
dhoopp,1=当ea
nvoopp,1=女va
vfoopp,1=真vb
lloopp,1=两ad
lioopp,2=力vp
qioopp,2=气pv
csoopp,1=从rr
ysoopp,1=用pa
ihoopp,1=长pn
dsoopp,1=动yl
jmoopp,2=间mr
gooopp,2=国ky
zzoopp,1=走tn
rhoopp,1=让yu
bwoopp,1=被yp
gwoopp,1=给sh
vgoopp,1=正va
wfoopp,1=问mk
daoopp,2=打fd
mkoopp,1=明ry
eroopp,2=儿pv
faoopp,2=法dq
cdoopp,1=才ap
jioopp,2=几pv
xkoopp,1=行rd
sjoopp,1=三ea
dkoopp,1=定bn
cioopp,1=此vb
jboopp,1=进zj
zdoopp,2=再ra
vsoopp,2=种hv
jloopp,1=将dc
uioopp,4=实bt
tsoopp,1=同ka
zvoopp,1=最rq
bfoopp,1=本aa
xloopp,2=向kp
ffoopp,1=分bd
uioopp,5=十aa
xtoopp,1=学ez
gcoopp,1=高kd
dioopp,2=第vp
gjoopp,1=感xx
zfoopp,1=怎vx
ufoopp,3=神uu
tkoopp,1=听kj
bmoopp,1=边zl
zooopp,1=作rv
qioopp,3=七av
qioopp,4=其ba
baoopp,2=吧kb
qtoopp,1=却eq
kzoopp,1=口aa
jtoopp,1=觉ej
aaoopp,1=啊ka
yboopp,1=因kd
bdoopp,1=白rp
cioopp,2=次dq
jyoopp,1=军bi
zooopp,2=做rg
wdoopp,1=外xb
mfoopp,2=门dv
gloopp,1=光ee
fgoopp,1=风xp
vuoopp,1=主wd
vuoopp,2=住rv
gooopp,3=果an
yuoopp,2=与aa
qroopp,1=全rw
eroopp,3=二aa
hzoopp,2=候ru
gsoopp,1=公bd
xloopp,3=相mm
maoopp,1=吗km
dgoopp,1=等vs
bpoopp,1=别ld
seoopp,1=色bp
sioopp,1=死db
vhoopp,1=张gi
buoopp,2=部le
tdoopp,1=太dd
rioopp,1=日ka
ucoopp,1=少ap
vjoopp,1=战vg
lioopp,3=理wl
vioopp,4=直ua
vsoopp,3=重pa
whoopp,1=王ta
xloopp,4=像rx
lmoopp,1=脸ya
bioopp,1=比bv
kkoopp,1=快xn
heoopp,2=何rk
uvoopp,1=水vn
mkoopp,2=名xk
tioopp,1=体rb
neoopp,1=呢kn
dsoopp,2=东ad
jnoopp,1=叫ka
xioopp,1=西aa
ykoopp,1=应ga
bmoopp,2=便rg
fhoopp,2=放fw
maoopp,2=马va
njoopp,1=难ya
qkoopp,2=轻ig
ggoopp,1=更an
mwoopp,2=美ed
wwoopp,2=位rl
groopp,1=关et
jioopp,3=机mj
jpoopp,1=接fq
xmoopp,2=先ep
wfoopp,2=文xd
iuoopp,2=处wb
bkoopp,1=并ek
whoopp,2=望ww
ihoopp,2=常ed
wjoopp,1=完by
sioopp,2=四ke
fwoopp,1=飞vd
uioopp,6=师ja
veoopp,3=者ur
anoopp,1=安bn
qkoopp,3=清dq
ghoopp,1=刚gd
gfoopp,1=跟zn
ytoopp,1=月pa
xboopp,2=信ry
ujoopp,1=山aa
aioopp,1=爱yp
nwoopp,1=内ad
lsoopp,1=龙ba
ksoopp,1=空bg
ddoopp,1=带ja
vcoopp,1=找fg
yroopp,1=原iq
ruoopp,2=入pn
lioopp,4=李mz
lmoopp,2=连zi
iioopp,1=吃kq
ihoopp,3=场tp
pkoopp,1=平aa
sioopp,3=思tx
lboopp,1=林mm
bmoopp,3=变yd
uioopp,7=使rl
yzoopp,3=由aa
uzoopp,2=受yp
qboopp,1=亲ld
mkoopp,3=命re
muoopp,1=目ka
qloopp,1=强gs
njoopp,2=男tl
rfoopp,2=任rr
gdoopp,1=该yh
luoopp,1=路zg
ieoopp,1=车aa
jboopp,2=今rv
hdoopp,2=海dm
jxoopp,2=加lk
yroopp,2=远zy
hooopp,1=活du
teoopp,1=特ns
jpoopp,2=解jn
dmoopp,2=电ag
uioopp,8=世av
xkoopp,2=性xu
bnoopp,1=表an
xuoopp,1=许yw
taoopp,3=它bb
lioopp,5=立da
hwoopp,1=黑ea
jboopp,3=金ra
hsoopp,1=红sg
hxoopp,2=花ch
vroopp,1=转iv
zsoopp,1=总ex
sroopp,1=算va
igoopp,2=城ti
dvoopp,2=队er
hdoopp,3=孩zh
fjoopp,1=反yp
gsoopp,2=工aa
uioopp,9=始nt
mjoopp,1=满dl
xboopp,3=新qj
bkoopp,2=兵qb
wuoopp,2=物nw
lioopp,6=离wd
fwoopp,2=非aa
svoopp,1=虽ki
yyoopp,1=云ed
sioopp,4=似ry
wjoopp,2=万ag
vioopp,5=至ta
gjoopp,2=干ua
tsoopp,2=通zy
rfoopp,3=认yr
uioopp,10=失fp
hooopp,2=火rd
geoopp,2=哥ka
uioopp,11=士ua
wuoopp,3=五aa
jkoopp,2=惊xj
mooopp,1=魔gg
jkoopp,3=竟le
jpoopp,3=姐nq
huoopp,1=乎pv
jmoopp,3=剑rd
whoopp,3=往rv
lloopp,2=量dl
zcoopp,1=早ru
jpoopp,4=结sj
paoopp,1=怕xb
lqoopp,1=流dv
tuoopp,1=突bq
zooopp,3=坐rt
sioopp,5=斯qj
yboopp,2=音lr
jboopp,4=紧xa
vioopp,6=指fv
laoopp,1=拉fl
uaoopp,1=杀xd
bjoopp,1=半da
jioopp,4=记yj
qpoopp,1=且aa
lioopp,7=利hd
heoopp,3=合rk
dcoopp,3=倒rd
uuoopp,1=书vd
duoopp,1=度gy
wwoopp,3=微rw
buoopp,3=步vp
jnoopp,2=教xw
xioopp,2=喜uk
ytoopp,2=越zg
ykoopp,2=影jp
uvoopp,2=谁ya
lgoopp,1=冷dl
ufoopp,4=深dm
gcoopp,2=告kp
looopp,1=落cl
xloopp,5=象pn
rsoopp,1=容bg
gkoopp,1=怪xu
iroopp,1=传rv
qmoopp,2=钱jg
tioopp,2=提fu
yjoopp,2=言kd
svoopp,2=随ey
mwoopp,3=每mp
uloopp,1=双yy
fuoopp,1=服yy
jioopp,5=击aa
wuoopp,4=武vg
naoopp,2=哪kn
uuoopp,2=数mw
vjoopp,2=站lv
qioopp,5=奇dk
fhoopp,3=房hf
groopp,2=管vg
lkoopp,1=灵ha
keoopp,2=刻hd
tioopp,3=题uy
yioopp,5=衣dn
vzoopp,1=周kp
jkoopp,4=静qv
uhoopp,2=伤rl
bdoopp,2=百ba
naoopp,3=拿hu
maoopp,3=妈nm
bjoopp,2=办lb
xkoopp,3=星ru
hxoopp,3=化rb
gsoopp,3=功gl
jtoopp,2=绝ss
xioopp,3=系xp
bjoopp,3=般vy
bioopp,2=必dp
yeoopp,2=业aa
eroopp,4=尔xp
jmoopp,4=件rn
xtoopp,2=血mp
ddoopp,2=代rg
jkoopp,5=精mq
dioopp,3=弟ep
vsoopp,4=终sd
jboopp,5=近zj
tnoopp,1=条wd
qkoopp,4=青ya
jpoopp,5=界tj
sioopp,6=司kv
vgoopp,2=整uv
hroopp,1=欢yq
zioopp,3=字bz
wjoopp,3=晚rm
mboopp,1=民vv
bhoopp,1=帮bj
qpoopp,2=切dv
jioopp,6=即ev
mhoopp,1=忙xw
jnoopp,3=交fd
hooopp,3=或ga
anoopp,2=暗ry
fuoopp,2=夫an
yroopp,3=员kb
gfoopp,2=根mn
uioopp,12=石ka
haoopp,1=哈kh
yeoopp,3=夜dn
fuoopp,3=父bx
vioopp,7=制dp
yzoopp,4=友ya
aaoopp,2=阿ek
xioopp,4=息xz
isoopp,1=冲dv
jqoopp,2=酒dy
bcoopp,1=保rd
pmoopp,1=片pv
xkoopp,4=形kp
vfoopp,2=阵ei
njoopp,3=南ua
jtoopp,3=决dn
qkoopp,5=请yq
geoopp,3=各wk
bcoopp,2=报fy
xkoopp,5=兴eb
yhoopp,2=阳ey
jioopp,7=急xp
yuoopp,3=语yw
lkoopp,2=令rd
cooopp,1=错jx
jioopp,8=及vn
lqoopp,2=刘wd
jioopp,9=极mj
uioopp,13=识yv
bwoopp,2=备wt
mjoopp,2=慢xm
xtoopp,3=雪ya
kuoopp,1=苦cg
rooopp,1=若cy
lkoopp,3=领ly
uzoopp,3=收wv
dioopp,4=底gd
jboopp,6=尽id
vyoopp,1=准da
hxoopp,4=华hu
daoopp,3=答vh
vsoopp,5=众rr
qmoopp,3=千up
xnoopp,3=消dx
uioopp,14=视uj
looopp,2=罗sx
gjoopp,3=敢wv
lqoopp,3=留tp
keoopp,3=克ux
leoopp,2=乐pd
gzoopp,1=够jd
pcoopp,1=跑zb
xmoopp,3=显ry
zvoopp,2=嘴kj
groopp,3=官ba
droopp,1=断jv
wwoopp,4=未an
uioopp,15=势vl
juoopp,1=句kp
qqoopp,1=求ad
jioopp,10=计yu
lyoopp,1=论yl
daoopp,4=达zd
zeoopp,1=则bd
hdoopp,4=害bk
baoopp,3=八pn
djoopp,2=单ea
jqoopp,3=九pv
jqoopp,4=久pn
jnoopp,4=脚yq
deoopp,3=德rx
yroopp,4=元ee
ncoopp,1=脑ya
iuoopp,3=楚ln
yuoopp,4=雨ad
jkoopp,6=睛mq
xloopp,6=响kx
dcoopp,4=刀vp
qtoopp,2=确uj
yuoopp,5=玉wd
ifoopp,1=沉dj
bwoopp,3=北ba
geoopp,4=格mg
tkoopp,2=停rt
ifoopp,2=陈ed
uioopp,16=市jd
icoopp,1=朝uy
heoopp,4=喝kv
zuoopp,1=族fu
jloopp,2=江dg
troopp,1=团kc
muoopp,2=母vd
vhoopp,2=章lz
vloopp,1=装vy
lloopp,3=亮jd
keoopp,4=客bg
vcoopp,2=照ve
lroopp,1=乱uv
yioopp,6=易rw
zuoopp,2=足kn
yioopp,7=依ry
hloopp,1=黄cb
xqoopp,1=修rp
pooopp,1=破up
tdoopp,2=台kv
qqoopp,2=球wq
yaoopp,1=呀ky
yroopp,5=院ew
ssoopp,1=送zg
bcoopp,3=包pv
yioopp,8=义xd
suoopp,1=诉yi
gsoopp,4=攻gw
sioopp,7=丝sa
wwoopp,5=围kw
wjoopp,4=玩wy
ddoopp,3=待rs
fuoopp,4=复wp
kloopp,1=况dx
lzoopp,1=楼ml
lioopp,8=丽ad
tsoopp,3=痛by
mgoopp,1=梦lx
huoopp,2=呼kh
ycoopp,2=摇ff
qioopp,6=期qy
ykoopp,3=英cy
dioopp,5=低rd
dioopp,6=帝jd
xsoopp,1=兄ke
bwoopp,4=背by
iioopp,2=持fs
yeoopp,4=爷fa
hloopp,2=皇bw
lqoopp,4=六bd
iroopp,2=穿by
yhoopp,3=杨mp
vgoopp,3=政vw
yyoopp,2=运zy
juoopp,2=居ug
yeoopp,5=叶ku
reoopp,1=热ve
xnoopp,4=校mj
xpoopp,2=谢yu
zgoopp,1=曾er
guoopp,1=古uk
xioopp,5=细st
ijoopp,1=产lp
uvoopp,3=睡mi
xioopp,6=希xb
suoopp,2=速zu
uioopp,17=室bv
phoopp,1=旁fd
lkoopp,4=另kl
hkoopp,1=怀xb
luoopp,2=露yl
yioopp,9=异va
xpoopp,3=写by
gvoopp,1=鬼pd
nloopp,1=娘nl
quoopp,2=取ey
uioopp,18=式gg
iuoopp,4=除ey
jioopp,11=级sj
kcoopp,1=考uv
jmoopp,5=建za
yroopp,6=愿yx
vcoopp,3=招fv
fjoopp,2=饭uf
buoopp,4=布ja
xuoopp,2=续sm
igoopp,3=程hw
uzoopp,4=首ez
groopp,4=观yj
pgoopp,1=朋yy
wuoopp,5=务wl
dnoopp,1=掉fv
gjoopp,4=赶zg
huoopp,3=忽wx
vuoopp,3=注dv
uuoopp,3=术md
ufoopp,5=甚qv
iaoopp,1=差eg
heoopp,5=呵kk
vjoopp,3=展un
vgoopp,4=争pv
pboopp,1=品kk
ljoopp,1=兰es
bcoopp,4=宝by
xloopp,7=香hr
dzoopp,2=斗ud
guoopp,2=故gw
lwoopp,1=雷yt
nmoopp,2=念jx
droopp,2=段yp
dyoopp,1=顿ya
jnoopp,5=角yp
yioopp,10=疑bn
huoopp,4=护fh
ujoopp,2=闪mr
muoopp,3=木un
xuoopp,3=需ye
tnoopp,2=调yv
lwoopp,2=类md
mwoopp,4=妹nw
baoopp,4=爸fb
xmoopp,4=线sg
zooopp,4=左ga
yzoopp,5=游dz
pdoopp,1=派dn
tjoopp,1=谈yy
jioopp,12=激dj
bkoopp,3=冰du
dioopp,7=敌uw
tnoopp,3=跳zv
vioopp,8=支uy
ytoopp,3=约su
baoopp,5=巴vv
nboopp,1=您nx
guoopp,3=顾iy
kfoopp,1=肯vy
xkoopp,6=醒yx
tpoopp,1=铁ju
bcoopp,5=抱fb
djoopp,3=淡dy
zcoopp,2=造zg
hooopp,4=伙rh
zioopp,4=资cb
qyoopp,1=群jy
jioopp,13=集rm
lmoopp,3=联eg
uhoopp,3=商kd
hcoopp,2=号kk
jpoopp,6=节ca
jloopp,3=讲yj
vhoopp,3=掌eu
vcoopp,4=赵zx
mioopp,1=密bu
bkoopp,4=病bb
wwoopp,6=卫va
mioopp,2=米md
wwoopp,7=威ng
jioopp,14=继sm
jmoopp,6=渐dv
tsoopp,4=统si
vvoopp,1=追za
yaoopp,2=亚ya
jmoopp,7=简vj
lmoopp,4=练sd
jioopp,15=基qt
xroopp,1=选zx
tvoopp,1=推fa
gdoopp,2=改wv
tvoopp,2=退zn
wwoopp,8=味kw
ffoopp,2=份rf
juoopp,3=举ea
uioopp,19=示ex
rfoopp,4=忍rx
lioopp,9=历il
qioopp,7=器kk
ksoopp,2=恐gx
yboopp,3=引ga
uioopp,20=试yu
pioopp,1=皮yv
xioopp,7=习dv
kcoopp,2=靠gf
dcoopp,5=导cv
cyoopp,1=存za
mooopp,2=莫cd
vioopp,9=志ux
quoopp,3=区xa
hjoopp,1=汉dy
yzoopp,6=右ka
yjoopp,3=严yp
tdoopp,3=态tx
mdoopp,1=买tv
xkoopp,7=幸tu
ueoopp,1=社ut
fooopp,1=佛rf
yioopp,11=议yy
uuoopp,4=树mc
vioopp,10=止aa
kkoopp,2=块tn
uzoopp,5=守bc
mcoopp,1=毛pv
hvoopp,3=挥fj
huoopp,5=胡gy
sjoopp,2=散cw
bjoopp,4=板mf
jboopp,7=仅ry
yboopp,4=隐ej
nuoopp,1=怒nx
iloopp,1=床gm
suoopp,3=苏cb
lnoopp,1=料md
guoopp,4=股yy
juoopp,4=局uk
bjoopp,5=班ww
tuoopp,2=图kd
svoopp,3=岁ux
lioopp,10=礼uv
duoopp,2=独qi
iuoopp,5=初yd
fuoopp,5=福ut
uyoopp,1=顺iy
kloopp,2=狂qw
mooopp,3=默hq
juoopp,5=巨aa
jioopp,16=既vv
ssoopp,2=松mg
vgoopp,5=证yv
lpoopp,1=烈le
fzoopp,1=否uk
eeoopp,1=恶yy
vioopp,11=治dt
hroopp,2=缓sy
pdoopp,2=排ff
fwoopp,3=费fb
pdoopp,3=拍vb
eroopp,5=耳aa
yioopp,12=医ua
hjoopp,2=寒gd
kuoopp,2=哭xq
wfoopp,3=温dm
fuoopp,6=府gf
djoopp,4=担fd
igoopp,4=称hx
yuoopp,6=余rd
vsoopp,6=钟jv
lwoopp,3=泪dm
yjoopp,4=烟hy
rgoopp,1=仍rn
juoopp,6=具ba
whoopp,4=忘wx
enoopp,1=恩yx
bioopp,3=毕bu
jkoopp,7=警jy
ljoopp,2=蓝cm
gsoopp,5=宫bl
xioopp,8=吸kj
luoopp,3=陆ej
jqoopp,5=究bj
vxoopp,1=抓fv
yaoopp,3=压id
uaoopp,2=沙du
jqoopp,6=救qw
ddoopp,4=呆km
heoopp,6=河dk
mioopp,3=迷zm
qloopp,2=枪mc
zuoopp,3=组sq
qroopp,2=权my
tjoopp,2=叹ky
syoopp,1=孙zx
jroopp,1=卷dv
iaoopp,2=查md
hcoopp,3=毫md
iyoopp,1=春ra
iaoopp,3=察bu
ugoopp,3=圣yt
ccoopp,1=草cz
jnoopp,6=较ij
ugoopp,4=胜yu
yuoopp,7=遇zd
isoopp,2=充yd
uioopp,21=史an
thoopp,1=堂et
fhoopp,4=防ef
juoopp,7=据fj
mgoopp,2=猛qm
qioopp,8=骑mq
tuoopp,3=土ua
kaoopp,1=卡ub
vuoopp,4=助ql
jkoopp,8=京xd
yboopp,5=银jn
gvoopp,2=贵ba
ysoopp,2=永dn
vioopp,12=质bp
wuoopp,6=屋uv
xuoopp,4=须py
fuoopp,7=副da
hroopp,3=换fh
cioopp,3=刺da
uuoopp,5=属uy
wfoopp,4=闻me
jkoopp,9=境tj
jboopp,8=禁lu
yboopp,6=阴ey
gsoopp,6=共cb
fuoopp,8=负rp
nsoopp,1=弄wa
fjoopp,3=翻fy
huoopp,6=虎ja
cgoopp,1=层uy
hjoopp,3=喊kx
tcoopp,1=逃zv
xnoopp,5=晓rw
zooopp,5=座gz
yaoopp,4=雅ya
cjoopp,1=参pp
ueoopp,2=射uc
hyoopp,1=婚nh
xmoopp,5=险ea
jyoopp,2=君ky
hxoopp,5=划gd
jmoopp,8=坚ta
jxoopp,3=价rj
rzoopp,1=柔mm
icoopp,2=超zv
yhoopp,4=扬fp
keoopp,5=科hd
anoopp,3=按fa
hfoopp,2=狠qn
yeoopp,6=野ly
qboopp,2=秦ha
mioopp,4=秘hb
uuoopp,6=熟ue
vioopp,13=置sv
xmoopp,6=仙ru
mooopp,4=模mm
ufoopp,6=伸ru
booopp,1=波dp
rzoopp,2=肉nr
jxoopp,4=假rj
qioopp,9=齐wa
wuoopp,7=舞pa
tooopp,1=脱yd
gloopp,2=广id
guoopp,5=姑ng
maoopp,4=麻gl
tzoopp,2=投fy
dkoopp,2=顶dy
vioopp,14=致vw
zeoopp,2=责ba
jkoopp,10=景rj
ykoopp,4=营cl
wwoopp,9=维sa
ueoopp,3=设yy
hkoopp,2=坏tb
laoopp,2=啦kl
xqoopp,2=秀hn
bdoopp,3=败bw
mwoopp,5=眉mv
vzoopp,2=州da
ycoopp,3=药cy
igoopp,5=承vn
anoopp,4=案am
lhoopp,1=狼ql
vroopp,2=专ad
tzoopp,3=偷ry
hxoopp,6=画aa
wuoopp,8=吴kt
dmoopp,3=店gv
eeoopp,2=哦kw
tjoopp,3=弹gd
uioopp,22=食rl
yuoopp,8=欲gq
tdoopp,4=抬ft
bnoopp,2=标mu
qqoopp,3=秋qh
lioopp,11=厉iw
lloopp,4=良dn
jioopp,17=际eu
vloopp,2=状dq
fjoopp,4=烦hy
wuoopp,9=午gp
bdoopp,4=摆fb
xioopp,9=戏yg
vooopp,1=桌ma
iroopp,3=船vk
droopp,3=短ud
cyoopp,2=村mc
mzoopp,1=某gm
mooopp,5=摸fm
fuoopp,9=付rf
yjoopp,5=演dy
gvoopp,3=规fj
xnoopp,6=萧cs
fgoopp,2=封tc
wooopp,2=握fw
tmoopp,2=田ku
thoopp,2=唐gk
choopp,1=藏cg
vfoopp,3=震yi
hyoopp,2=混dk
xuoopp,5=虚ya
tzoopp,4=透zx
jioopp,18=纪sj
lkoopp,5=凌dw
xqoopp,3=休rm
maoopp,5=嘛km
mwoopp,6=梅mm
zioopp,5=紫cx
geoopp,5=歌gq
lboopp,2=临aa
duoopp,3=毒ma
zsoopp,2=宗bu
vuoopp,5=著cv
sooopp,2=索ux
yboopp,7=印ep
xyoopp,1=寻cv
huoopp,7=湖dh
jboopp,9=劲lv
vioopp,15=职ev
jioopp,19=技fv
hfoopp,3=恨xn
pooopp,2=婆pn
jpoopp,7=杰me
yuoopp,9=羽xx
zjoopp,1=咱kz
suoopp,4=素xa
fjoopp,5=凡dj
vioopp,16=值rv
pnoopp,1=飘pf
yhoopp,5=养ea
hwoopp,2=嘿kh
puoopp,1=普er
nkoopp,1=宁bd
xxoopp,2=吓kx
uzoopp,6=兽ek
xxoopp,3=夏wa
duoopp,4=读ym
jpoopp,8=街rj
nqoopp,1=牛pa
fhoopp,5=仿rf
xsoopp,2=胸yx
lhoopp,2=浪dl
fuoopp,10=富bt
uhoopp,4=尚ek
yuoopp,10=宇by
guoopp,6=骨ya
vioopp,17=智ur
ffoopp,3=纷sf
ugoopp,5=升pa
uuoopp,7=叔uy
ujoopp,3=善ek
rooopp,2=弱gd
jxoopp,5=架jm
mdoopp,2=卖um
ddoopp,5=袋dy
whoopp,5=网xa
vuoopp,6=朱wp
maoopp,6=骂km
xsoopp,3=雄aa
sdoopp,1=赛bb
ltoopp,1=略tg
bwoopp,5=杯mb
uioopp,23=施fy
qloopp,3=墙th
hroopp,4=环wb
zvoopp,3=罪sf
yaoopp,5=牙ap
iloopp,2=窗bw
lqoopp,5=柳me
tkoopp,3=厅id
gcoopp,3=搞fg
droopp,4=端le
